,Unnamed: 0,track_name,price,rating_count_tot,user_rating,prime_genre
383,433,The Photographer's Ephemeris,8.99,663,5.0,14
384,434,▻Sudoku,0.0,359832,4.5,0
385,436,"StubHub - Tickets to Sports, Concerts and Theatre",0.0,9011,3.5,13
386,437,"Runtastic PRO Running, Jogging and Fitness Tracker",4.99,17667,4.5,12
387,438,OverDrive – Library eBooks and Audiobooks,0.0,65450,4.0,20
388,440,Hotels & Vacation Rentals by Booking.com,0.0,31261,4.5,8
389,441,The Impossible Game,0.99,9885,4.0,0
390,442,PrankDial - #1 Prank Call App,0.0,11091,3.0,13
391,443,Fox News,0.0,132703,4.0,19
392,444,Live Cams - HD,4.99,286,2.5,8
393,446,QR Reader for iPhone,0.0,12683,4.0,7
394,448,Uber,0.0,49466,3.0,8
395,450,WEB.DE Mail,0.0,168,4.0,1
396,451,iBunkoHD,6.99,114,4.0,20
397,452,Hurricane Tracker For iPad,2.99,2798,4.5,2
398,453,"6play, TV en direct et en replay",0.0,62,3.5,13
399,455,AudioNote - Notepad and Voice Recorder,9.99,1756,4.0,11
400,456,Breathing Zone: Guided Breathing for Mindfulness,3.99,511,4.5,12
401,457,My Virtual Girlfriend - Deluxe Dating Sim,0.99,2609,3.5,0
402,458,Fake-A-Location Free ™,0.0,354,1.5,9
403,459,QQ 浏览器-搜新闻、选小说漫画、看视频,0.0,1750,3.5,7
404,460,Math Ninja HD,1.99,1121,4.5,0
405,462,Résultats Foot en Direct,0.0,339,4.5,10
406,464,Chase Mobile,0.0,34322,4.5,5
407,465,Captio - Email yourself with 1 tap,1.99,162,4.5,1
408,466,My Vodafone,0.0,8,3.0,7
409,467,Math Bingo,2.99,4386,4.5,16
410,469,▻Sudoku +,4.99,5397,5.0,0
411,470,"Tango - Free Video Call, Voice and Chat",0.0,75412,4.5,9
412,471,MeetMe - Chat and Meet New People,0.0,97072,4.0,9
413,472,WebMD for iPad,0.0,9142,3.5,12
414,473,GeoBee Challenge HD by National Geographic,1.99,1957,4.5,0
415,474,"OPlayer HD - video player, classic media streaming",4.99,2944,4.0,13
416,475,TouchRetouch,1.99,588,4.0,14
417,476,Cat Physics,1.99,40552,4.5,0
418,477,随手记（专业版）-好用的记账理财工具,0.99,1267,4.5,5
419,478,AnkiMobile Flashcards,24.99,753,4.0,16
420,479,WeatherPro for iPad,2.99,725,4.0,2
421,480,Real英会話,3.99,45,4.5,16
422,481,BATTLE BEARS -1,0.99,14910,4.0,0
423,482,Crash Bandicoot Nitro Kart 2,2.99,3064,3.5,0
424,483,WIRED Magazine,0.0,12074,2.5,19
425,485,Popplet,4.99,336,4.0,1
426,486,Notes Plus,9.99,6257,4.0,1
427,488,Color Splash for iPad,1.99,2445,4.5,14
428,489,Robot Unicorn Attack,0.99,22150,4.0,0
429,490,SimSimi,0.0,23530,4.0,9
430,491,Carcassonne,9.99,10846,4.5,0
431,492,Apple Store,0.0,55171,3.5,3
432,493,TED,0.0,5782,3.5,16
433,494,Météo-France,0.0,24,3.5,2
434,495,Ma Banque,0.0,17,3.5,5
435,496,Doodle God™,1.99,35759,4.5,0
436,497,Carnivores: Dinosaur Hunter Pro,2.99,18306,4.0,0
437,498,Blackboard Mobile Learn™,0.0,13567,2.0,16
438,499,"SEC Football Schedules, Scores & Radio",1.99,240,3.0,10
439,500,Hulu: Watch TV Shows & Stream the Latest Movies,0.0,56170,2.0,13
440,501,かなもじ,3.99,19,4.5,16
441,503,恵方コンパス.,0.0,0,0.0,15
442,504,360 Panorama,1.99,10463,4.5,14
443,507,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",0.0,1255,4.5,17
444,508,Cake Doodle,0.99,5803,4.0,0
445,509,The Impossible Quiz! for iPad,1.99,227,4.0,0
446,510,Boating USA,9.99,342,3.5,15
447,511,Diptic,2.99,7578,4.5,14
448,512,Family Feud™ HD,6.99,1156,3.5,0
449,513,Edmodo,0.0,7197,3.5,16
450,515,Auto Palmistry Premium,2.99,5,3.0,13
451,516,Drift Mania Championship,0.99,3432,3.0,0
452,517,「宅建士」過去問題《受験用》,3.99,0,0.0,16
453,518,Osmos for iPad,4.99,24306,4.5,0
454,519,携程旅行-酒店、机票、火车票预订助手,0.0,312,3.5,8
455,520,"Audible – audio books, original series & podcasts",0.0,105274,4.5,20
